Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Walmart,1197831,07/01/2021,West,California,Los Angeles,Women's Athletic Footwear,49,303,14847.0,4541.77,0.31,Online
West Gear,1105732,07/01/2021,West,Nevada,Las Vegas,Women's Athletic Footwear,70,542,37940.0,14085.29,0.37,In-store
Sports Direct,1128299,07/01/2021,West,Washington,Seattle,Men's Street Footwear,72,62,4464.0,1564.82,0.35,Outlet
West Gear,1105732,07/01/2021,Northeast,New York,Rochester,Women's Street Footwear,51,332,16932.0,5977.1,0.35,Outlet
Kohl's,1189833,07/01/2021,West,Washington,Tacoma,Men's Street Footwear,60,256,15360.0,6751.29,0.44,In-store
Amazon,1167421,07/01/2021,West,Colorado,Aurora,Women's Street Footwear,37,195,7215.0,2196.64,0.3,In-store
West Gear,1105732,07/01/2021,South,Mississippi,Jackson,Women's Athletic Footwear,58,124,7192.0,2658.6,0.37,Online
Walmart,1197831,07/01/2021,South,Mississippi,Hattiesburg,Men's Street Footwear,43,423,18189.0,5559.44,0.31,Online
Walmart,1197831,07/02/2020,Northeast,New York,Albany,Women's Apparel,52,214,11128.0,3540.02,0.32,Online
Walmart,1197831,07/02/2020,West,Nevada,Henderson,Women's Street Footwear,38,258,9804.0,3159.7,0.32,Outlet
Foot Locker,1185732,07/02/2020,Midwest,Michigan,Grand Rapids,Women's Street Footwear,46,450,20700.0,8676.52,0.42,In-store
West Gear,1105732,07/02/2020,Southeast,Tennessee,Memphis,Women's Street Footwear,52,391,20332.0,5144.28,0.25,Outlet
Sports Direct,1128299,07/02/2020,Northeast,Pennsylvania,Pittsburgh,Men's Athletic Footwear,71,106,7526.0,2657.81,0.35,Online
Foot Locker,1185732,07/02/2020,West,California,Los Angeles,Women's Athletic Footwear,53,295,15635.0,5956.47,0.38,Online
Walmart,1197831,07/02/2020,Midwest,Ohio,Cincinnati,Women's Athletic Footwear,77,554,42658.0,18516.63,0.43,Online
Sports Direct,1128299,07/02/2020,South,Louisiana,Shreveport,Men's Street Footwear,68,142,9656.0,3491.65,0.36,Outlet
Walmart,1197831,07/02/2020,Midwest,Minnesota,Rochester,Men's Athletic Footwear,77,404,31108.0,10462.06,0.34,Outlet
Foot Locker,1185732,07/02/2020,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,49,330,16170.0,6993.81,0.43,Online
Foot Locker,1185732,07/02/2020,West,Washington,Seattle,Men's Apparel,46,550,25300.0,10834.06,0.43,Online
Amazon,1167421,07/02/2020,Midwest,Illinois,Peoria,Men's Apparel,52,590,30680.0,14999.11,0.49,In-store
Foot Locker,1185732,07/02/2020,South,Arkansas,Fort Smith,Women's Apparel,62,519,32178.0,11601.13,0.36,In-store
West Gear,1105732,07/02/2020,South,Arkansas,Fort Smith,Women's Athletic Footwear,59,337,19883.0,6182.64,0.31,Online
Foot Locker,1185732,07/02/2020,Midwest,Minnesota,Rochester,Women's Athletic Footwear,60,199,11940.0,3606.52,0.3,Outlet
West Gear,1105732,07/02/2020,Southeast,Tennessee,Nashville,Men's Street Footwear,46,507,23322.0,7241.56,0.31,In-store
Walmart,1197831,07/02/2021,Midwest,Ohio,Cleveland,Men's Street Footwear,62,231,14322.0,6735.64,0.47,In-store
Walmart,1197831,07/02/2021,Midwest,Illinois,Peoria,Women's Athletic Footwear,59,490,28910.0,10739.31,0.37,Outlet
Foot Locker,1185732,07/02/2021,Northeast,Massachusetts,Springfield,Women's Athletic Footwear,66,166,10956.0,3536.71,0.32,Online
West Gear,1105732,07/02/2021,South,Oklahoma,Tulsa,Men's Apparel,42,524,22008.0,6898.06,0.31,Outlet
Amazon,1167421,07/02/2021,West,California,San Diego,Men's Street Footwear,67,266,17822.0,7101.62,0.4,In-store
Foot Locker,1185732,07/02/2021,South,Arkansas,Little Rock,Men's Apparel,37,430,15910.0,4869.8,0.31,Online
Kohl's,1189833,07/02/2021,Midwest,Indiana,Evansville,Women's Street Footwear,65,552,35880.0,14960.03,0.42,Online
Amazon,1167421,07/02/2021,Midwest,Illinois,Chicago,Women's Apparel,52,112,5824.0,2337.23,0.4,In-store
Sports Direct,1128299,07/02/2021,Southeast,Florida,Miami,Men's Athletic Footwear,75,112,8400.0,3274.09,0.39,Online
Walmart,1197831,07/02/2021,Southeast,North Carolina,Raleigh,Men's Street Footwear,66,492,32472.0,15462.22,0.48,In-store
West Gear,1105732,07/02/2021,South,Oklahoma,Oklahoma City,Men's Apparel,49,348,17052.0,6036.4,0.35,In-store
West Gear,1105732,07/03/2020,West,California,San Diego,Men's Athletic Footwear,54,120,6480.0,1621.45,0.25,Outlet
Amazon,1167421,07/03/2020,Midwest,Illinois,Chicago,Men's Apparel,47,584,27448.0,8877.82,0.32,In-store
Amazon,1167421,07/03/2020,Midwest,Ohio,Cleveland,Women's Street Footwear,52,446,23192.0,8757.57,0.38,Online
Amazon,1167421,07/03/2020,West,California,Los Angeles,Men's Athletic Footwear,78,550,42900.0,12052.91,0.28,Outlet
Walmart,1197831,07/03/2020,South,Louisiana,New Orleans,Men's Street Footwear,58,432,25056.0,8961.61,0.36,Outlet
Foot Locker,1185732,07/03/2020,Southeast,Virginia,Norfolk,Men's Athletic Footwear,74,115,8510.0,2767.43,0.33,Outlet
Foot Locker,1185732,07/03/2020,West,Nevada,Henderson,Men's Street Footwear,75,223,16725.0,7287.44,0.44,In-store
Amazon,1167421,07/03/2020,Northeast,New Jersey,Newark,Men's Athletic Footwear,80,396,31680.0,7602.1,0.24,Outlet
Walmart,1197831,07/03/2020,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,59,325,19175.0,6465.14,0.34,Online
Foot Locker,1185732,07/03/2020,South,Mississippi,Hattiesburg,Women's Street Footwear,49,416,20384.0,9223.03,0.45,In-store
Foot Locker,1185732,07/03/2020,Southeast,Virginia,Virginia Beach,Women's Street Footwear,45,102,4590.0,1365.31,0.3,Outlet
Sports Direct,1128299,07/03/2020,Midwest,Illinois,Peoria,Women's Apparel,50,379,18950.0,6872.47,0.36,Online
Foot Locker,1185732,07/03/2020,Southeast,Virginia,Norfolk,Men's Street Footwear,48,109,5232.0,1216.59,0.23,Outlet
Sports Direct,1128299,07/03/2020,Southeast,Tennessee,Knoxville,Men's Athletic Footwear,83,457,37931.0,9985.34,0.26,Outlet
Sports Direct,1128299,07/03/2020,Northeast,New Jersey,Jersey City,Men's Athletic Footwear,83,476,39508.0,12874.92,0.33,In-store
West Gear,1105732,07/03/2021,South,Texas,Dallas,Men's Apparel,56,524,29344.0,7859.21,0.27,Outlet
Sports Direct,1128299,07/03/2021,West,Washington,Seattle,Men's Athletic Footwear,69,367,25323.0,8666.35,0.34,Online
Kohl's,1189833,07/03/2021,Southeast,North Carolina,Raleigh,Men's Apparel,46,520,23920.0,8024.89,0.34,In-store
Kohl's,1189833,07/03/2021,Midwest,Indiana,Evansville,Men's Street Footwear,61,567,34587.0,10840.27,0.31,Outlet
Sports Direct,1128299,07/03/2021,Midwest,Ohio,Columbus,Women's Apparel,51,93,4743.0,2167.69,0.46,In-store
Kohl's,1189833,07/03/2021,South,Arkansas,Fort Smith,Men's Apparel,50,590,29500.0,9448.39,0.32,In-store
West Gear,1105732,07/03/2021,West,Washington,Tacoma,Men's Apparel,58,93,5394.0,2104.34,0.39,Online
Amazon,1167421,07/03/2021,West,California,Sacramento,Men's Street Footwear,43,564,24252.0,6853.03,0.28,Online
Walmart,1197831,07/03/2021,Northeast,Connecticut,Stamford,Men's Athletic Footwear,56,439,24584.0,7745.2,0.32,Outlet
West Gear,1105732,07/03/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,48,193,9264.0,3493.55,0.38,Online
Kohl's,1189833,07/03/2021,Southeast,Virginia,Virginia Beach,Men's Apparel,44,240,10560.0,3722.18,0.35,Online
Foot Locker,1185732,07/04/2020,South,Texas,Austin,Women's Apparel,51,564,28764.0,13447.83,0.47,In-store
Amazon,1167421,07/04/2020,West,Washington,Spokane,Men's Athletic Footwear,75,235,17625.0,7535.96,0.43,Online
Walmart,1197831,07/04/2020,Northeast,New York,New York,Men's Apparel,37,102,3774.0,1610.37,0.43,Online
Sports Direct,1128299,07/04/2020,Northeast,Massachusetts,Boston,Women's Street Footwear,63,507,31941.0,13507.77,0.42,Online
Sports Direct,1128299,07/04/2020,Midwest,Minnesota,Saint Paul,Men's Athletic Footwear,80,282,22560.0,7200.25,0.32,Outlet
Sports Direct,1128299,07/04/2020,Southeast,Tennessee,Nashville,Men's Street Footwear,59,349,20591.0,8770.51,0.43,Online
Amazon,1167421,07/04/2020,Southeast,Tennessee,Nashville,Women's Athletic Footwear,52,94,4888.0,1609.96,0.33,Online
Foot Locker,1185732,07/04/2020,South,Mississippi,Jackson,Women's Athletic Footwear,83,207,17181.0,5820.95,0.34,Online
Sports Direct,1128299,07/04/2020,Midwest,Michigan,Grand Rapids,Men's Street Footwear,44,118,5192.0,1582.77,0.3,Outlet
Kohl's,1189833,07/04/2020,West,Colorado,Aurora,Men's Apparel,44,306,13464.0,4634.44,0.34,In-store
Kohl's,1189833,07/04/2020,South,Louisiana,New Orleans,Women's Apparel,60,368,22080.0,9400.3,0.43,Online
Sports Direct,1128299,07/04/2020,West,Colorado,Colorado Springs,Women's Street Footwear,59,88,5192.0,2590.94,0.5,In-store
West Gear,1105732,07/04/2020,Midwest,Illinois,Chicago,Men's Athletic Footwear,68,283,19244.0,6840.47,0.36,Online
West Gear,1105732,07/04/2020,Northeast,New Jersey,Jersey City,Men's Street Footwear,52,219,11388.0,4849.11,0.43,Online
Sports Direct,1128299,07/04/2020,Southeast,Virginia,Richmond,Men's Apparel,55,436,23980.0,5782.96,0.24,Outlet
Kohl's,1189833,07/04/2020,Midwest,Michigan,Ann Arbor,Men's Apparel,55,73,4015.0,1642.66,0.41,Online
Kohl's,1189833,07/04/2020,Southeast,Florida,Orlando,Men's Apparel,29,442,12818.0,4370.42,0.34,In-store
Amazon,1167421,07/04/2020,West,Colorado,Aurora,Women's Athletic Footwear,74,426,31524.0,12344.95,0.39,In-store
Kohl's,1189833,07/04/2020,Southeast,Georgia,Atlanta,Men's Athletic Footwear,70,112,7840.0,2653.64,0.34,Outlet
Kohl's,1189833,07/04/2020,Midwest,Illinois,Peoria,Men's Athletic Footwear,75,458,34350.0,11095.95,0.32,Online
Kohl's,1189833,07/04/2021,Southeast,Georgia,Augusta,Men's Athletic Footwear,72,441,31752.0,11870.34,0.37,Outlet
Kohl's,1189833,07/04/2021,Northeast,New York,Albany,Women's Athletic Footwear,64,488,31232.0,7894.48,0.25,Outlet
Foot Locker,1185732,07/04/2021,Northeast,New York,Buffalo,Men's Street Footwear,42,246,10332.0,3644.57,0.35,In-store
Amazon,1167421,07/04/2021,South,Mississippi,Gulfport,Men's Apparel,26,564,14664.0,7245.51,0.49,In-store
Amazon,1167421,07/04/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,48,147,7056.0,2460.59,0.35,Online
West Gear,1105732,07/04/2021,Northeast,Massachusetts,Springfield,Women's Athletic Footwear,76,235,17860.0,7617.29,0.43,Online
Sports Direct,1128299,07/04/2021,Southeast,Virginia,Norfolk,Women's Street Footwear,40,219,8760.0,3009.64,0.34,Outlet
Walmart,1197831,07/04/2021,South,Arkansas,Fayetteville,Men's Apparel,45,358,16110.0,6340.96,0.39,In-store
Kohl's,1189833,07/04/2021,West,Colorado,Colorado Springs,Women's Athletic Footwear,51,412,21012.0,6688.7,0.32,Online
West Gear,1105732,07/04/2021,Northeast,New Jersey,Trenton,Men's Apparel,55,518,28490.0,9116.3,0.32,Online
Walmart,1197831,07/04/2021,Northeast,Connecticut,New Haven,Men's Street Footwear,63,424,26712.0,9004.46,0.34,Outlet
Sports Direct,1128299,07/04/2021,South,Texas,San Antonio,Women's Street Footwear,37,406,15022.0,5558.1,0.37,Online
Amazon,1167421,07/04/2021,South,Arkansas,Fort Smith,Women's Athletic Footwear,82,294,24108.0,8673.14,0.36,In-store
Walmart,1197831,07/04/2021,West,Oregon,Salem,Women's Apparel,35,246,8610.0,4018.29,0.47,In-store
West Gear,1105732,07/04/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,50,241,12050.0,3456.38,0.29,Online
Amazon,1167421,07/05/2020,Southeast,North Carolina,Charlotte,Women's Street Footwear,57,226,12882.0,4101.8,0.32,Outlet
Amazon,1167421,07/05/2020,Northeast,New York,New York,Women's Athletic Footwear,58,235,13630.0,4367.44,0.32,Online
Walmart,1197831,07/05/2020,West,California,Sacramento,Men's Street Footwear,56,192,10752.0,4178.01,0.39,In-store
Foot Locker,1185732,07/05/2020,Southeast,Florida,Orlando,Women's Apparel,34,102,3468.0,1462.07,0.42,Online
Sports Direct,1128299,07/05/2020,Northeast,New Jersey,Newark,Women's Athletic Footwear,85,99,8415.0,3206.39,0.38,Online
Sports Direct,1128299,07/05/2020,West,Oregon,Portland,Women's Street Footwear,69,261,18009.0,6715.27,0.37,Online
Amazon,1167421,07/05/2020,Midwest,Illinois,Chicago,Men's Street Footwear,45,174,7830.0,2681.83,0.34,Outlet
Amazon,1167421,07/05/2020,Northeast,Pennsylvania,Allentown,Men's Street Footwear,44,252,11088.0,3921.32,0.35,Outlet
Walmart,1197831,07/05/2020,Midwest,Ohio,Cincinnati,Men's Street Footwear,50,162,8100.0,2016.87,0.25,Outlet
West Gear,1105732,07/05/2020,Southeast,Florida,Miami,Men's Street Footwear,60,596,35760.0,14715.62,0.41,In-store
Sports Direct,1128299,07/05/2020,Southeast,Florida,Orlando,Women's Apparel,52,62,3224.0,1065.56,0.33,Outlet
Foot Locker,1185732,07/05/2020,Northeast,Pennsylvania,Allentown,Men's Street Footwear,66,67,4422.0,1094.65,0.25,Outlet
Kohl's,1189833,07/05/2020,Midwest,Minnesota,Saint Paul,Men's Street Footwear,57,261,14877.0,5790.97,0.39,Online
Walmart,1197831,07/05/2020,South,Arkansas,Little Rock,Men's Apparel,32,502,16064.0,4296.69,0.27,Outlet
West Gear,1105732,07/05/2021,Southeast,Florida,Tampa,Women's Apparel,47,73,3431.0,1143.28,0.33,In-store
Kohl's,1189833,07/05/2021,Northeast,New Jersey,Newark,Women's Street Footwear,58,379,21982.0,7189.19,0.33,Online
Walmart,1197831,07/05/2021,South,Texas,Austin,Men's Street Footwear,62,346,21452.0,6257.32,0.29,Outlet
Amazon,1167421,07/05/2021,Midwest,Minnesota,Saint Paul,Women's Apparel,56,596,33376.0,12100.44,0.36,Online
Sports Direct,1128299,07/05/2021,South,Louisiana,New Orleans,Men's Street Footwear,42,201,8442.0,2890.72,0.34,Online
West Gear,1105732,07/05/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,59,216,12744.0,5180.24,0.41,In-store
Foot Locker,1185732,07/05/2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,83,199,16517.0,6448.81,0.39,Online
Foot Locker,1185732,07/05/2021,South,Texas,San Antonio,Men's Apparel,31,360,11160.0,3248.45,0.29,Outlet
Sports Direct,1128299,07/05/2021,Northeast,Connecticut,New Haven,Men's Athletic Footwear,78,498,38844.0,15886.3,0.41,Online
Kohl's,1189833,07/05/2021,West,Nevada,Henderson,Women's Apparel,41,409,16769.0,4767.61,0.28,Outlet
Kohl's,1189833,07/06/2020,Northeast,New Jersey,Newark,Men's Athletic Footwear,85,567,48195.0,16626.39,0.34,Outlet
West Gear,1105732,07/06/2020,West,California,Los Angeles,Men's Street Footwear,73,91,6643.0,2483.17,0.37,Outlet
Kohl's,1189833,07/06/2020,Southeast,North Carolina,Durham,Women's Street Footwear,43,332,14276.0,5242.24,0.37,Outlet
Sports Direct,1128299,07/06/2020,Midwest,Illinois,Springfield,Women's Athletic Footwear,67,388,25996.0,7739.93,0.3,Online
Kohl's,1189833,07/06/2020,West,Colorado,Denver,Women's Street Footwear,65,492,31980.0,14016.53,0.44,Online
West Gear,1105732,07/06/2020,Southeast,Virginia,Richmond,Men's Apparel,47,536,25192.0,10652.73,0.42,In-store
Foot Locker,1185732,07/06/2020,Southeast,North Carolina,Charlotte,Men's Apparel,58,321,18618.0,7066.53,0.38,Online
Foot Locker,1185732,07/06/2020,West,Oregon,Eugene,Women's Street Footwear,61,469,28609.0,8980.12,0.31,Outlet
Walmart,1197831,07/06/2020,Midwest,Ohio,Cincinnati,Women's Street Footwear,65,453,29445.0,12596.06,0.43,Online
Amazon,1167421,07/06/2020,West,California,Los Angeles,Women's Apparel,50,193,9650.0,3365.98,0.35,Outlet
Sports Direct,1128299,07/06/2020,Southeast,Georgia,Augusta,Women's Apparel,43,343,14749.0,5338.86,0.36,Outlet
Foot Locker,1185732,07/06/2020,West,Oregon,Eugene,Men's Athletic Footwear,86,393,33798.0,8624.09,0.26,Outlet
Amazon,1167421,07/06/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,61,584,35624.0,16351.14,0.46,In-store
Kohl's,1189833,07/06/2021,South,Texas,Austin,Women's Apparel,51,153,7803.0,2623.13,0.34,In-store
West Gear,1105732,07/06/2021,West,Washington,Tacoma,Women's Apparel,61,421,25681.0,9080.15,0.35,Outlet
Foot Locker,1185732,07/06/2021,Southeast,Tennessee,Memphis,Men's Street Footwear,54,366,19764.0,9675.62,0.49,In-store
Walmart,1197831,07/06/2021,Midwest,Minnesota,Saint Paul,Women's Apparel,60,218,13080.0,6247.28,0.48,In-store
Sports Direct,1128299,07/06/2021,Southeast,Georgia,Savannah,Men's Athletic Footwear,68,571,38828.0,14014.84,0.36,In-store
Amazon,1167421,07/06/2021,Southeast,Georgia,Augusta,Women's Athletic Footwear,62,199,12338.0,4263.7,0.35,Outlet
West Gear,1105732,07/06/2021,Midwest,Minnesota,Saint Paul,Men's Street Footwear,50,417,20850.0,10155.93,0.49,In-store
Walmart,1197831,07/06/2021,West,California,San Francisco,Women's Apparel,41,510,20910.0,4982.19,0.24,Outlet
Amazon,1167421,07/06/2021,South,Arkansas,Little Rock,Women's Street Footwear,67,448,30016.0,8725.31,0.29,Outlet
West Gear,1105732,07/06/2021,West,Washington,Spokane,Women's Athletic Footwear,75,337,25275.0,7873.68,0.31,Online
Walmart,1197831,07/06/2021,South,Arkansas,Fort Smith,Women's Street Footwear,62,267,16554.0,4217.43,0.25,Outlet
Foot Locker,1185732,07/06/2021,Southeast,Georgia,Atlanta,Women's Apparel,43,390,16770.0,6885.08,0.41,In-store
West Gear,1105732,07/07/2020,South,Texas,Dallas,Men's Apparel,44,116,5104.0,1581.3,0.31,Online
Kohl's,1189833,07/07/2020,Southeast,Tennessee,Memphis,Women's Athletic Footwear,63,463,29169.0,7102.05,0.24,Outlet
Amazon,1167421,07/07/2020,Midwest,Michigan,Ann Arbor,Women's Street Footwear,66,109,7194.0,2173.96,0.3,In-store
Walmart,1197831,07/07/2020,South,Mississippi,Jackson,Women's Street Footwear,68,586,39848.0,10561.12,0.27,Outlet
Kohl's,1189833,07/07/2020,Southeast,Tennessee,Memphis,Men's Athletic Footwear,78,103,8034.0,3295.24,0.41,Online
Amazon,1167421,07/07/2020,Southeast,Tennessee,Knoxville,Men's Apparel,57,238,13566.0,3166.34,0.23,Outlet
Foot Locker,1185732,07/07/2020,Northeast,New York,Buffalo,Women's Athletic Footwear,67,506,33902.0,10004.01,0.3,Outlet
Amazon,1167421,07/07/2020,South,Arkansas,Fayetteville,Men's Apparel,27,250,6750.0,1863.62,0.28,Outlet
Foot Locker,1185732,07/07/2020,Southeast,Georgia,Savannah,Men's Street Footwear,56,279,15624.0,4623.21,0.3,Online
West Gear,1105732,07/07/2020,Northeast,Massachusetts,Boston,Men's Apparel,53,182,9646.0,3175.82,0.33,Outlet
Walmart,1197831,07/07/2021,Midwest,Minnesota,Rochester,Women's Athletic Footwear,74,367,27158.0,10079.65,0.37,Outlet
West Gear,1105732,07/07/2021,South,Texas,Houston,Men's Street Footwear,53,253,13409.0,4688.59,0.35,Online
West Gear,1105732,07/07/2021,Southeast,Florida,Miami,Men's Street Footwear,69,465,32085.0,10392.0,0.32,Outlet
Sports Direct,1128299,07/07/2021,South,Arkansas,Fort Smith,Women's Athletic Footwear,73,367,26791.0,7614.68,0.28,Online
Walmart,1197831,07/07/2021,Northeast,Connecticut,Stamford,Men's Street Footwear,69,402,27738.0,8995.45,0.32,Outlet
Foot Locker,1185732,07/07/2021,West,Nevada,Reno,Men's Street Footwear,60,114,6840.0,2342.83,0.34,Outlet
Amazon,1167421,07/07/2021,Midwest,Illinois,Springfield,Women's Street Footwear,47,135,6345.0,2557.18,0.4,Online
Foot Locker,1185732,07/07/2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,73,99,7227.0,1886.73,0.26,Outlet
Sports Direct,1128299,07/07/2021,Northeast,New Jersey,Trenton,Women's Apparel,36,463,16668.0,7515.17,0.45,In-store
Walmart,1197831,07/07/2021,Midwest,Illinois,Peoria,Women's Athletic Footwear,63,447,28161.0,12883.2,0.46,In-store
Amazon,1167421,07/07/2021,West,Washington,Seattle,Women's Apparel,50,506,25300.0,11278.01,0.45,In-store
Walmart,1197831,07/07/2021,Northeast,New York,Rochester,Men's Athletic Footwear,73,517,37741.0,13243.93,0.35,Outlet
Kohl's,1189833,07/08/2020,West,California,Sacramento,Men's Athletic Footwear,83,266,22078.0,11031.67,0.5,In-store
Amazon,1167421,07/08/2020,West,Washington,Spokane,Women's Street Footwear,54,118,6372.0,3030.25,0.48,In-store
Walmart,1197831,07/08/2020,Southeast,Virginia,Norfolk,Women's Street Footwear,67,202,13534.0,5417.8,0.4,In-store
Sports Direct,1128299,07/08/2020,West,Washington,Tacoma,Men's Athletic Footwear,77,409,31493.0,13770.87,0.44,Online
Sports Direct,1128299,07/08/2020,Southeast,Virginia,Virginia Beach,Women's Apparel,54,406,21924.0,6414.96,0.29,Online
Kohl's,1189833,07/08/2020,Northeast,New York,Rochester,Men's Street Footwear,66,146,9636.0,3716.49,0.39,Online
West Gear,1105732,07/08/2020,South,Louisiana,Shreveport,Women's Apparel,63,165,10395.0,3729.16,0.36,Online
West Gear,1105732,07/08/2020,Southeast,Georgia,Savannah,Women's Apparel,39,416,16224.0,5093.48,0.31,Outlet
West Gear,1105732,07/08/2020,Southeast,Virginia,Richmond,Women's Athletic Footwear,52,561,29172.0,7982.41,0.27,Outlet
Kohl's,1189833,07/08/2020,Southeast,Tennessee,Memphis,Men's Athletic Footwear,69,112,7728.0,3646.21,0.47,In-store
Amazon,1167421,07/08/2021,Midwest,Minnesota,Minneapolis,Men's Apparel,38,172,6536.0,2770.92,0.42,In-store
Sports Direct,1128299,07/08/2021,Southeast,Georgia,Savannah,Men's Apparel,37,285,10545.0,4255.29,0.4,In-store
Sports Direct,1128299,07/08/2021,South,Louisiana,Shreveport,Women's Apparel,41,199,8159.0,3555.73,0.44,Online
Foot Locker,1185732,07/08/2021,Midwest,Michigan,Ann Arbor,Men's Apparel,40,218,8720.0,2738.86,0.31,Online
West Gear,1105732,07/08/2021,Southeast,Florida,Tampa,Men's Athletic Footwear,61,402,24522.0,6814.79,0.28,Outlet
Kohl's,1189833,07/08/2021,South,Mississippi,Jackson,Women's Athletic Footwear,52,346,17992.0,6800.26,0.38,Online
